ID,price
7000,180.5194578299697
7001,144.65250773185346
7002,101.41708501733552
7003,113.86124821709218
7004,133.44189738922972
7005,108.0674982360691
7006,99.38906432509219
7007,143.57765442579762
7008,54.64662520923273
7009,230.0307100311711
7010,215.1447074555175
7011,229.63676775466945
7012,143.3661139156256
7013,425.4466897541959
7014,162.85924895480426
7015,186.8627682521746
7016,204.4650908022432
7017,119.73391694048237
7018,331.93458804028745
7019,450.20766648098146
7020,351.34102777134956
7021,517.5494479154056
7022,242.76450639210526
7023,152.5538565685857
7024,226.70394172207492
7025,172.03364506763702
7026,246.71248135631055
7027,127.60254967438223
7028,288.54848952158653
7029,241.57654721258322
7030,83.48638680563786
7031,319.3635822524332
7032,76.15698298570418
7033,113.07876160288416
7034,77.4213173885172
7035,118.54500144174095
7036,225.67675157607098
7037,259.9983323045817
7038,233.6927607228963
7039,196.210450547184
7040,607.5697780452189
7041,192.50731644663713
7042,166.93574114219587
7043,233.65543456719374
7044,71.88935995726561
7045,477.52363993561795
7046,69.12871644115376
7047,178.3984986528944
7048,171.71253709031103
7049,82.82009873055411
7050,153.67427771569666
7051,871.414944636839
7052,158.08881913947857
7053,193.3950549782304
7054,445.5076331217756
7055,174.14348694936297
7056,127.41838303042002
7057,123.99579535999347
7058,116.90162555505755
7059,417.30670172421895
7060,223.40277399881867
7061,224.84855922408428
7062,110.03868691302549
7063,203.94477882381264
7064,84.44500008587784
7065,72.32513213164663
7066,146.272991433048
7067,158.4011378533337
7068,66.66947515488394
7069,96.21502508687652
7070,161.4459845672948
7071,237.52250985852046
7072,93.42362154563496
7073,538.0952155637916
7074,197.66963466512246
7075,317.11373421727313
7076,376.82938440837836
7077,139.95032396936463
7078,46.682276308595746
7079,91.1897544297188
7080,176.94232291125084
7081,207.15735229786267
7082,105.1914696893017
7083,124.20708417740514
7084,69.80074221125396
7085,197.78772371042254
7086,389.0183509208114
7087,163.18053548834382
7088,128.09954553385438
7089,467.48665632352595
7090,492.1074471709533
7091,117.85815432034995
7092,259.73238171233453
7093,156.66182587023235
7094,198.96418712901698
7095,325.4978388451671
7096,166.91311790981658
7097,441.4669217446607
7098,348.07488318643726
7099,121.35670670440868
7100,282.0992382371679
7101,199.69352584894267
7102,71.95922357349117
7103,191.25893865966466
7104,222.34208007147518
7105,178.79428178970105
7106,228.77042424343242
7107,227.39291514771907
7108,133.99990370893778
7109,178.06193181748225
7110,134.0300338811652
7111,142.07559853426332
7112,276.0863999129751
7113,287.797018587354
7114,143.89824217634597
7115,332.10572485765783
7116,525.5004502812685
7117,149.98775539767584
7118,193.4070763926401
7119,251.27394173200457
7120,199.18800577761075
7121,644.4766158632892
7122,307.9270330835844
7123,267.6928509897647
7124,185.09379981985262
7125,133.49775599975703
7126,153.37394121181177
7127,283.9428622110267
7128,192.46717951020324
7129,218.80749224497862
7130,107.66761527647473
7131,95.52454471034122
7132,424.97334249174116
7133,331.4748797989435
7134,224.57125360657318
7135,42.18538506948113
7136,228.68314001289625
7137,312.1189011579251
7138,122.3256021322423
7139,143.46992381114333
7140,67.32068744056568
7141,135.1112247715493
7142,212.4999567194519
7143,172.2346961071756
7144,63.21856131821707
7145,306.5923017945679
7146,210.6639741469845
7147,166.74291011583205
7148,49.74512765372504
7149,539.41681454578
7150,225.5831368403647
7151,201.27950431232156
7152,319.5505733812285
7153,170.19270889414682
7154,216.87402816724403
7155,196.13065017572978
7156,213.8242037097989
7157,98.4425571726962
7158,189.1797584240184
7159,206.4800542255775
7160,165.66325194251704
7161,158.46038938533147
7162,131.25543997652244
7163,50.56305883892728
7164,217.57036427331235
7165,553.3698532888875
7166,108.92096065027783
7167,374.54854449361443
7168,415.1457992699775
7169,754.6322425066213
7170,137.5610657023617
7171,167.20261477129839
7172,84.6610635053856
7173,48.914582552945994
7174,242.26759959522246
7175,125.76499707968823
7176,545.492122105229
7177,266.87761071157223
7178,210.0873806274863
7179,158.83595456640023
7180,182.27881672617553
7181,202.11348802258073
7182,212.1842557171852
7183,247.17643346201973
7184,53.99412908593184
7185,179.40671275865782
7186,513.7779213106811
7187,159.15371173843207
7188,379.2694805481835
7189,235.45388708266043
7190,62.25501961162009
7191,60.73148386609337
7192,217.79794636272138
7193,129.47338456770703
7194,311.7144514311611
7195,118.54565322521107
7196,46.906678160509294
7197,125.49638992367842
7198,307.2352325729593
7199,220.42599242875036
7200,117.2359492223555
7201,147.94319189105445
7202,358.0895048083893
7203,320.1105010302529
7204,129.81945091364673
7205,124.60462166640873
7206,128.0072585349913
7207,257.3505713196769
7208,150.6164909138168
7209,193.17019931559463
7210,424.42616677578366
7211,153.53959428890758
7212,264.4011767007225
7213,336.2242862007314
7214,181.96597754654923
7215,135.34299387998905
7216,199.3584122605495
7217,128.33466796812274
7218,160.7841818199503
7219,200.18148860971834
7220,145.21848012227002
7221,216.65278102831937
7222,284.97778235387193
7223,108.81361277755578
7224,159.97502179433184
7225,170.39957091554334
7226,263.8270386536952
7227,180.0181257433784
7228,73.14122728629098
7229,296.2508669447985
7230,203.26535629338323
7231,180.83902555744606
7232,112.3926196374647
7233,65.13084134304403
7234,87.92095124606776
7235,76.05159164565481
7236,258.0987647340464
7237,411.5883410403621
7238,342.8331396084603
7239,117.06068838568754
7240,188.67643775976342
7241,134.2367515490649
7242,201.46506607303144
7243,183.80660328946166
7244,206.6850697596011
7245,140.17732073903474
7246,173.8877873766892
7247,599.1661199339958
7248,148.7177159707124
7249,111.03065632910166
7250,211.98582429105846
7251,169.55715541517563
7252,224.62586712609075
7253,226.74424629842758
7254,146.67524383716832
7255,189.15127890652312
7256,343.4415651841048
7257,255.29941968279115
7258,209.7012971204124
7259,225.32600700734503
7260,302.50759143791754
7261,109.32819296430706
7262,135.93646880962282
7263,119.67760799462074
7264,125.7840539269522
7265,118.31505244582485
7266,174.4617615692548
7267,326.30178215870694
7268,358.51082029465067
7269,133.27706701719495
7270,85.01644808255831
7271,406.6578166305353
7272,207.3078830374631
7273,237.60024300278104
7274,183.7578610701576
7275,324.5646861435245
7276,357.50673969711204
7277,173.72621373853463
7278,207.86367345168065
7279,159.55359214546314
7280,280.4014560261492
7281,109.26206818093023
7282,124.94721786778456
7283,244.61488576504644
7284,206.2562863783618
7285,141.13568554143401
7286,127.06911032473698
7287,564.319951660917
7288,266.0808787812112
7289,194.66855335581906
7290,223.5500472206199
7291,197.1094197340762
7292,177.59596213941288
7293,121.21510842458821
7294,463.48169588001423
7295,287.83546211712905
7296,262.3191295694019
7297,139.61068212652646
7298,185.01939178845018
7299,325.47271171555604
7300,202.13104638278995
7301,84.46423751642045
7302,74.66193849157088
7303,98.67113109144614
7304,135.29870363123183
7305,122.51688859256687
7306,353.7156026595027
7307,155.7998580366548
7308,96.69997983389486
7309,138.69852498038944
7310,195.24714620380556
7311,254.46230100705907
7312,212.98603446430255
7313,678.1445815714285
7314,496.7629850753158
7315,150.62479032868197
7316,145.89373700218317
7317,161.5415340848166
7318,125.93872663788025
7319,230.959743673043
7320,143.6030556450245
7321,194.44269141772654
7322,769.3035777380796
7323,242.1833078019279
7324,133.85642237657711
7325,176.76860800963019
7326,377.7326847454872
7327,411.33397761422475
7328,85.8435269083269
7329,188.91666904230146
7330,166.15758862730223
7331,65.73754257688157
7332,439.392325158759
7333,340.83580254337835
7334,219.25040022290273
7335,289.81457311924754
7336,149.0347157617629
7337,620.0712074286478
7338,193.5903757952669
7339,154.77689612756458
7340,193.94310423393463
7341,262.9514356668796
7342,286.12000302266165
7343,474.96881893208507
7344,210.07382909446622
7345,313.39356626549267
7346,231.0168014902
7347,153.9274462003083
7348,84.97794236006817
7349,171.7680762454285
7350,100.58631315203819
7351,54.22144247080618
7352,298.7163477576778
7353,151.57131507417859
7354,147.04367274021968
7355,136.73936819110907
7356,95.08988349035104
7357,223.37562610096455
7358,260.70177007826635
